codeSetID,codeSetName,projID,studyear,code,codeDescription,extendedCodeSetID
10,Reasons for More,0,0,12,Went further to get resources,0
10,Reasons for More,0,0,13,More successful,0
10,Reasons for More,0,0,14,Needed less,0
10,Reasons for More,0,0,16,Equipment,0
10,Reasons for More,0,0,15,Store bought too expensive,0
10,Reasons for More,0,0,19,Subsistute for unavailable resource,0
11,Reasons for Not Enough,0,0,1,Personal/family reasons,0
11,Reasons for Not Enough,0,0,3,Resource availability,0
11,Reasons for Not Enough,0,0,4,Resources too far away,0
11,Reasons for Not Enough,0,0,5,"Lack of equipment, equipment broken",0
11,Reasons for Not Enough,0,0,6,Didn't receive,0
11,Reasons for Not Enough,0,0,7,"Didn't try, low effort, didn't go",0
11,Reasons for Not Enough,0,0,8,Unsuccessful/Unlucky,0
11,Reasons for Not Enough,0,0,9,Weather/environmental conditions,0
11,Reasons for Not Enough,0,0,10,Other reasons,0
11,Reasons for Not Enough,0,0,11,Not enough time - working,0
11,Reasons for Not Enough,0,0,12,Regulations,0
11,Reasons for Not Enough,0,0,13,"Animals too small, diseased, unhealthy",0
11,Reasons for Not Enough,0,0,14,Gas prices too high,0
11,Reasons for Not Enough,0,0,15,Didn't get enough (unspecified clear reason),0
11,Reasons for Not Enough,0,0,16,Competition,0
9,Reasons for Less,0,0,-9,Missing,0
9,Reasons for Less,0,0,-8,Unknown,0
9,Reasons for Less,0,0,-7,Refused,0
9,Reasons for Less,0,0,-6,Didn't Ask,0
10,Reasons for More,0,0,-9,Missing,0
10,Reasons for More,0,0,-8,Unknown,0
10,Reasons for More,0,0,-7,Refused,0
10,Reasons for More,0,0,-6,Didn't Ask,0
11,Reasons for Not Enough,0,0,-9,Missing,0
11,Reasons for Not Enough,0,0,-8,Unknown,0
11,Reasons for Not Enough,0,0,-7,Refused,0
11,Reasons for Not Enough,0,0,-6,Didn't Ask,0
12,Household Impact (4-option scale),0,0,-6,Didn't Ask,0
12,Household Impact (4-option scale),0,0,-7,Refused,0
12,Household Impact (4-option scale),0,0,-8,Unknown,0
12,Household Impact (4-option scale),0,0,-9,Missing,0
12,Household Impact (4-option scale),0,0,0,Not noticeable,0
12,Household Impact (4-option scale),0,0,1,Minor,0
12,Household Impact (4-option scale),0,0,2,Major,0
12,Household Impact (4-option scale),0,0,3,Severe,0
13,Reasons for what household did differently,0,0,-9,Missing,0
13,Reasons for what household did differently,0,0,-8,Unknown,0
13,Reasons for what household did differently,0,0,-7,Refused,0
13,Reasons for what household did differently,0,0,-6,Didn't Ask,0
13,Reasons for what household did differently,0,0,100,Bought/ Bartered,0
13,Reasons for what household did differently,0,0,200,Used Commercial Foods,0
13,Reasons for what household did differently,0,0,300,Used other subsistence foods,0
13,Reasons for what household did differently,0,0,400,Asked Others,0
13,Reasons for what household did differently,0,0,500,Made Do,0
13,Reasons for what household did differently,0,0,600,Increased Effort,0
13,Reasons for what household did differently,0,0,700,Got a job,0
13,Reasons for what household did differently,0,0,800,Got food elsewhere,0
13,Reasons for what household did differently,0,0,900,Public Assistance,0
13,Reasons for what household did differently,0,0,1000,Other,0
13,Reasons for what household did differently,0,0,1100,Conserved resource,0
14,Salmon Preservation,0,0,-9,Missing,0
14,Salmon Preservation,0,0,-8,Unknown,0
14,Salmon Preservation,0,0,-7,Refused,0
14,Salmon Preservation,0,0,-6,Didn't Ask,0
14,Salmon Preservation,0,0,0,None,0
14,Salmon Preservation,0,0,1,Salting,0
14,Salmon Preservation,0,0,2,Drying,0
14,Salmon Preservation,0,0,3,Smoking,0
14,Salmon Preservation,0,0,4,Pickling,0
15,Fishing Gear Codes (prior to 2016),0,0,-9,Missing,0
15,Fishing Gear Codes (prior to 2016),0,0,-8,Unknown,0
15,Fishing Gear Codes (prior to 2016),0,0,-7,Refused,0
15,Fishing Gear Codes (prior to 2016),0,0,-6,Didn't Ask,0
15,Fishing Gear Codes (prior to 2016),0,0,1,Commercial set net,0
15,Fishing Gear Codes (prior to 2016),0,0,2,Commercial seine,0
15,Fishing Gear Codes (prior to 2016),0,0,3,Commercial longline,0
15,Fishing Gear Codes (prior to 2016),0,0,4,Commercial other,0
15,Fishing Gear Codes (prior to 2016),0,0,5,Setnet,0
15,Fishing Gear Codes (prior to 2016),0,0,6,Drift net,0
15,Fishing Gear Codes (prior to 2016),0,0,7,Seine,0
15,Fishing Gear Codes (prior to 2016),0,0,8,Dipnet,0
15,Fishing Gear Codes (prior to 2016),0,0,9,Fish wheel,0
15,Fishing Gear Codes (prior to 2016),0,0,10,Jigging (from ice),0
15,Fishing Gear Codes (prior to 2016),0,0,11,Longline (hook under ice),0
15,Fishing Gear Codes (prior to 2016),0,0,12,Net under ice,0
15,Fishing Gear Codes (prior to 2016),0,0,13,Fyke net (fish trap),0
15,Fishing Gear Codes (prior to 2016),0,0,14,Spear/gaffe,0
15,Fishing Gear Codes (prior to 2016),0,0,15,Rod and reel (open water),0
15,Fishing Gear Codes (prior to 2016),0,0,16,Handline,0
15,Fishing Gear Codes (prior to 2016),0,0,17,Other/Non-commercial,0
15,Fishing Gear Codes (prior to 2016),0,0,18,Longline/skate,0
16,ethnic,0,0,-9,Missing,0
16,ethnic,0,0,-8,Unknown,0
16,ethnic,0,0,-7,Refused,0
16,ethnic,0,0,-6,Didn't Ask,0
16,ethnic,0,0,0,Not native,0
16,ethnic,0,0,1,Yes,0
17,HIA Frequency,0,0,-9,Missing,0
17,HIA Frequency,0,0,-8,Unknown,0
17,HIA Frequency,0,0,-7,Refused,0
17,HIA Frequency,0,0,-6,Didn't Ask,0
17,HIA Frequency,0,0,0,None - do not use,0
17,HIA Frequency,0,0,1,Less than once a week,0
17,HIA Frequency,0,0,2,1-3 times per week,0
17,HIA Frequency,0,0,3,4-6 times per week,0
17,HIA Frequency,0,0,4,Once a day,0
18,Reason,0,0,-9,Missing,0
17,HIA Frequency,0,0,5,Twice a day,0
18,Reason,0,0,-8,Unknown,0
18,Reason,0,0,-7,Refused,0
17,HIA Frequency,0,0,6,Three times daily,0
18,Reason,0,0,-6,Didn't Ask,0
18,Reason,0,0,1,L: Personal / M: Resource avail,0
18,Reason,0,0,2,L: Used other resources,0
18,Reason,0,0,3,L: Resource avail / M: Favorable weather,0
18,Reason,0,0,4,L: Too far,0
18,Reason,0,0,5,L: Equipment,0
18,Reason,0,0,6,L: Didn't receive / M: received more,0
18,Reason,0,0,7,L: Low effort / M: Needed more,0
18,Reason,0,0,8,L: Unsuccessful / M: Increased effort,0
18,Reason,0,0,9,L: Weather/Environment/ M: More help,0
18,Reason,0,0,10,Other,0
18,Reason,0,0,11,L: Working - no time / M: Regulations,0
18,Reason,0,0,12,L: Regulations / M: Traveled further,0
18,Reason,0,0,13,L: Resource condition / M: More successful,0
18,Reason,0,0,14,L: Didn't get enough / M: Needed less,0
18,Reason,0,0,15,L: Didn't need / M: Store too expensive,0
18,Reason,0,0,16,L: Didn't give away / M: Equipment,0
18,Reason,0,0,17,L: Gas/ Equipment costs,0
18,Reason,0,0,18,L: Used other resources,0
18,Reason,0,0,19,L: Competition/ M: Sub for unavailable resource,0
19,Food security food types,0,0,-9,Missing,0
19,Food security food types,0,0,-8,Unknown,0
19,Food security food types,0,0,-7,Refused,0
19,Food security food types,0,0,-6,Didn't Ask,0
19,Food security food types,0,0,1,Wild food,0
19,Food security food types,0,0,2,Store bought food,0
19,Food security food types,0,0,3,Both,0
20,Job Schedules,0,0,-9,Missing,0
20,Job Schedules,0,0,-8,Unknown,0
20,Job Schedules,0,0,-7,Refused,0
20,Job Schedules,0,0,-6,Didn't Ask,0
20,Job Schedules,0,0,0,Does not work,0
20,Job Schedules,0,0,1,Full Time,0
20,Job Schedules,0,0,2,Part time,0
20,Job Schedules,0,0,3,Shift - full time,0
20,Job Schedules,0,0,4,"On-call, varies",0
20,Job Schedules,0,0,5,Shift - part time,0
21,Other income sources,0,0,-9,Missing,0
21,Other income sources,0,0,-8,Unknown,0
21,Other income sources,0,0,-7,Refused,0
21,Other income sources,0,0,-6,Didn't Ask,0
21,Other income sources,0,0,2,TANF (Temp. Cash Asst. for needy families),0
21,Other income sources,0,0,3,"Adult Public Assistance (OAA, APD)",0
21,Other income sources,0,0,5,Pension/retirement,0
21,Other income sources,0,0,6,Longevity Bonus,0
21,Other income sources,0,0,7,Social Security,0
21,Other income sources,0,0,8,Workers' compensation,0
21,Other income sources,0,0,9,Energy assistance,0
21,Other income sources,0,0,10,Supplemental Security Income (SSI),0
21,Other income sources,0,0,11,Food Stamps,0
21,Other income sources,0,0,12,Unemployment,0
21,Other income sources,0,0,13,Native Corp. Dividend,0
21,Other income sources,0,0,14,Dividend/interest,0
21,Other income sources,0,0,15,Child support,0
21,Other income sources,0,0,16,Rental income,0
21,Other income sources,0,0,17,Veteran disability,0
21,Other income sources,0,0,18,Equipment leasing,0
21,Other income sources,0,0,19,Rental assistance,0
21,Other income sources,0,0,20,Fishing permit revenues,0
21,Other income sources,0,0,21,Per diem/public meeting,0
21,Other income sources,0,0,31,Disability,0
21,Other income sources,0,0,32,Alaska Permanent Fund dividend,0
21,Other income sources,0,0,33,Other,0
21,Other income sources,0,0,34,Weatherization,0
21,Other income sources,0,0,35,Veterans assistance,0
21,Other income sources,0,0,36,Investments/stocks/bonds,0
21,Other income sources,0,0,37,Bureau of Indian Affairs grant,0
21,Other income sources,0,0,38,Housing allowance,0
21,Other income sources,0,0,39,"Women, Infants, and Children (WIC)",0
21,Other income sources,0,0,41,Foster care,0
21,Other income sources,0,0,42,Inheritance,0
21,Other income sources,0,0,43,Winnings,0
21,Other income sources,0,0,44,Sales (property/garage sales etc…),0
21,Other income sources,0,0,45,Arctic Slope Regional Inc (ASRC) Elder Trust,0
21,Other income sources,0,0,46,Supplimental union benefits,0
21,Other income sources,0,0,47,Gifts,0
21,Other income sources,0,0,48,Medicare/Medicaid,0
21,Other income sources,0,0,50,Meeting Honoraria,0
22,Heating from firewood,0,0,-9,Missing,0
22,Heating from firewood,0,0,-8,Unknown,0
22,Heating from firewood,0,0,-7,Refused,0
22,Heating from firewood,0,0,-6,Didn't Ask,0
22,Heating from firewood,0,0,0,No use of firewood,0
22,Heating from firewood,0,0,1,1-25%,0
22,Heating from firewood,0,0,2,26-50%,0
22,Heating from firewood,0,0,3,51-75%,0
22,Heating from firewood,0,0,4,76-99%,0
22,Heating from firewood,0,0,5,100%,0
23,UseCodes,0,0,-9,Missing,0
23,UseCodes,0,0,-8,Unknown,0
23,UseCodes,0,0,-7,Refused,0
23,UseCodes,0,0,-6,Didn't Ask,0
23,UseCodes,0,0,0,No,0
23,UseCodes,0,0,1,Yes,0
23,UseCodes,0,0,2,Previous year's harvest,0
23,UseCodes,0,0,3,Road kill/Salvage,0
27,Observations,0,0,-9,Missing,0
27,Observations,0,0,-8,Unknown,0
27,Observations,0,0,-7,Refused,0
27,Observations,0,0,1,Decreased,0
27,Observations,0,0,2,Stayed the same,0
27,Observations,0,0,3,Increased,0
28,Yes No Food Security,0,0,-9,Missing,0
28,Yes No Food Security,0,0,-7,Refused,0
28,Yes No Food Security,0,0,0,No,0
28,Yes No Food Security,0,0,1,Yes,0
28,Yes No Food Security,0,0,2,"Some months, months unknown",0
21,Other income sources,0,0,49,Fuel Vouchers,0
30,How much sub,0,0,-9,Missing,0
30,How much sub,0,0,-8,Unknown,0
30,How much sub,0,0,-7,Refused,0
30,How much sub,0,0,-6,Didn't Ask,0
30,How much sub,0,0,0,"None, don't use",0
30,How much sub,0,0,1,Very little,0
30,How much sub,0,0,2,Less than half,0
30,How much sub,0,0,3,Half,0
30,How much sub,0,0,4,More than half,0
30,How much sub,0,0,5,Nearly All,0
30,How much sub,0,0,6,All,0
31,Educat,0,0,-9,Missing,0
31,Educat,0,0,-8,Unknown,0
31,Educat,0,0,-7,Refused,0
31,Educat,0,0,-6,Didn't Ask,0
31,Educat,0,0,0,No Formal Education,0
31,Educat,0,0,1,1 year,0
31,Educat,0,0,2,2 year,0
31,Educat,0,0,3,3 year,0
31,Educat,0,0,4,4 year,0
31,Educat,0,0,5,5 years,0
31,Educat,0,0,6,6 years,0
31,Educat,0,0,7,7 years,0
31,Educat,0,0,8,8 years,0
31,Educat,0,0,9,9 years,0
31,Educat,0,0,10,10 years,0
31,Educat,0,0,11,11 years,0
31,Educat,0,0,12,High School Complete/GED,0
31,Educat,0,0,13,13 years,0
31,Educat,0,0,14,14 years,0
31,Educat,0,0,15,15 years,0
31,Educat,0,0,16,16 years,0
31,Educat,0,0,17,17 years,0
31,Educat,0,0,18,18 years,0
31,Educat,0,0,19,19 years,0
31,Educat,0,0,20,20 years,0
31,Educat,0,0,90,"HS incomplete, with additional training",0
31,Educat,0,0,91,"HS complete, with additional training",0
31,Educat,0,0,92,Associates Degree,0
31,Educat,0,0,93,Bachelor Degree,0
31,Educat,0,0,94,Master Degree,0
31,Educat,0,0,95,PhD/MD,0
31,Educat,0,0,96,Associates Degree with additional training,0
31,Educat,0,0,97,Bachelor Degree with additional training,0
31,Educat,0,0,98,Master Degree with additional training,0
31,Educat,0,0,99,PhD with additional training,0
39,Do Different,0,0,-9,Missing,0
39,Do Different,0,0,-8,Unknown,0
39,Do Different,0,0,-7,Refused,0
39,Do Different,0,0,-6,Not asked,0
39,Do Different,0,0,0,Did nothing differently,0
39,Do Different,0,0,100,Bought / bartered,0
39,Do Different,0,0,200,Used commercial foods,0
39,Do Different,0,0,300,Used other subsistence foods,0
39,Do Different,0,0,400,Asked others,0
39,Do Different,0,0,500,Made due,0
39,Do Different,0,0,600,Increased effort,0
39,Do Different,0,0,700,Got a job,0
39,Do Different,0,0,800,Got food elsewhere,0
39,Do Different,0,0,900,Public assistance,0
39,Do Different,0,0,1000,Other,0
39,Do Different,0,0,1100,Conserved resource,0
40,Role,0,0,-9,Missing,0
40,Role,0,0,-8,Unknown,0
40,Role,0,0,-7,Refused,0
40,Role,0,0,-6,Didn't Ask,0
40,Role,0,0,1,caught/harvested,0
40,Role,0,0,2,processed,0
40,Role,0,0,3,gave,0
40,Role,0,0,4,paid household expenses,0
40,Role,0,0,5,bought food,0
40,Role,0,0,6,paid subsistence expenses,0
40,Role,0,0,7,owned subsistence equipment,0
41,Salmon Condition,0,0,1,Bright,0
41,Salmon Condition,0,0,2,Red,0
41,Salmon Condition,0,0,3,Spawned Out,0
41,Salmon Condition,0,0,-9,Missing,0
41,Salmon Condition,0,0,-8,Don't know,0
41,Salmon Condition,0,0,-7,Refused,0
43,Boat Size,0,0,-9,Missing,0
43,Boat Size,0,0,-8,Unknown,0
43,Boat Size,0,0,-7,Refused,0
43,Boat Size,0,0,0,None,0
43,Boat Size,0,0,1,Skiff < 20ft,0
43,Boat Size,0,0,2,Pleasure cruiser 20-24ft,0
43,Boat Size,0,0,3,Pleasure cruiser >24ft,0
43,Boat Size,0,0,4,Commercial,0
43,Boat Size,0,0,5,Other,0
43,Boat Size,0,0,6,Harvested from shore - no boat used,0
51,Agree/ Disagree,0,0,-9,Missing,0
51,Agree/ Disagree,0,0,-8,Unknown,0
51,Agree/ Disagree,0,0,-7,Refused,0
51,Agree/ Disagree,0,0,0,Disagree,0
51,Agree/ Disagree,0,0,1,Agree,0
54,Fishing Gear Codes,0,0,-9,Missing,0
54,Fishing Gear Codes,0,0,-8,Unknown,0
54,Fishing Gear Codes,0,0,-7,Refused,0
54,Fishing Gear Codes,0,0,-6,Didn't Ask,0
54,Fishing Gear Codes,0,0,1,Commercial set net,0
54,Fishing Gear Codes,0,0,2,Commercial seine,0
54,Fishing Gear Codes,0,0,3,Commercial longline,0
54,Fishing Gear Codes,0,0,4,Commercial other,0
54,Fishing Gear Codes,0,0,5,Set gillnet,0
54,Fishing Gear Codes,0,0,6,Drift gillnet,0
54,Fishing Gear Codes,0,0,7,Seine,0
54,Fishing Gear Codes,0,0,8,Dipnet,0
54,Fishing Gear Codes,0,0,9,Fish wheel,0
54,Fishing Gear Codes,0,0,10,Ice fishing (Hook and line under ice),0
54,Fishing Gear Codes,0,0,11,Handline (ice),0
54,Fishing Gear Codes,0,0,12,Cast net,0
54,Fishing Gear Codes,0,0,13,Fish trap (fyke net),0
54,Fishing Gear Codes,0,0,14,Spear/gaffe/eel stick,0
54,Fishing Gear Codes,0,0,15,Rod and reel (Hook and line open water),0
54,Fishing Gear Codes,0,0,16,Handline (open water),0
54,Fishing Gear Codes,0,0,17,Other/Non-commercial,0
54,Fishing Gear Codes,0,0,18,Longline/skate/setline,0
54,Fishing Gear Codes,0,0,19,Troll gear,0
41,Salmon Condition,0,0,4,Mixed,0
40,Role,0,0,8,bartered,0
40,Role,0,0,9,sold,0
40,Role,0,0,10,received,0
40,Role,0,0,11,provided,0
55,Less/Same/More Reasons,0,0,1,L:Personal,0
55,Less/Same/More Reasons,0,0,2,Got/used other resources,0
55,Less/Same/More Reasons,0,0,3,Resource Availability,0
55,Less/Same/More Reasons,0,0,4,L:Resource too far/ M: Went further to harvest,0
55,Less/Same/More Reasons,0,0,5,Equipment,0
55,Less/Same/More Reasons,0,0,6,L:Did not receive/ M: Received more,0
55,Less/Same/More Reasons,0,0,7,L:Not enough effort/ M:Increased effort,0
55,Less/Same/More Reasons,0,0,8,L:Unsuccessful/ M:More successful,0
55,Less/Same/More Reasons,0,0,9,Weather/ Environment,0
55,Less/Same/More Reasons,0,0,10,Other,0
55,Less/Same/More Reasons,0,0,11,L:Working/no time/ M:Had more time,0
55,Less/Same/More Reasons,0,0,12,Regulations,0
55,Less/Same/More Reasons,0,0,13,L:Resource too small/diseased; M: Resource larger/healither,0
55,Less/Same/More Reasons,0,0,14,L:Gas too expensive/ M: Store bought too expensive,0
55,Less/Same/More Reasons,0,0,15,L:Needed less/ M: Needed more,0
55,Less/Same/More Reasons,0,0,16,L:Competition,0
55,Less/Same/More Reasons,0,0,17,M:Substitute for unavailable resource,0
55,Less/Same/More Reasons,0,0,-9,Missing,0
55,Less/Same/More Reasons,0,0,-8,Unknown,0
55,Less/Same/More Reasons,0,0,-7,Refused,0
55,Less/Same/More Reasons,0,0,-6,Didn't ask,0
59,Importance,0,0,-9,Missing,0
59,Importance,0,0,-8,Unknown,0
59,Importance,0,0,-7,Refused,0
59,Importance,0,0,-6,Didn't ask,0
59,Importance,0,0,0,Not important,0
59,Importance,0,0,1,Important,0
59,Importance,0,0,2,Very important,0
40,Role,0,0,12,share for helping fish,0
40,Role,0,0,13,share for helping cut,0
61,Networking role,0,0,1,Give,0
61,Networking role,0,0,2,Receive,0
61,Networking role,0,0,-9,Missing,0
61,Networking role,0,0,-8,Unknown,0
61,Networking role,0,0,-7,Refused,0
61,Networking role,0,0,-6,Didn't Ask,0
62,Networking Description,0,0,-9,Missing,0
62,Networking Description,0,0,-8,Unknown,0
62,Networking Description,0,0,-7,Refused,0
62,Networking Description,0,0,-6,Didn't Ask,0
62,Networking Description,0,0,1,Sharing,0
62,Networking Description,0,0,2,Share for helping,0
62,Networking Description,0,0,3,Other,0
61,Networking role,0,0,3,Buy,0
61,Networking role,0,0,4,Sell,0
61,Networking role,0,0,5,Trade,0
67,Easier / Harder,0,0,-9,Missing,0
67,Easier / Harder,0,0,-8,Unknown,0
67,Easier / Harder,0,0,-7,Refused,0
67,Easier / Harder,0,0,1,Easier,0
67,Easier / Harder,0,0,2,Harder,0
68,Empty (Placeholder codeset),0,0,-9,Missing,0
68,Empty (Placeholder codeset),0,0,-8,Unknown,0
68,Empty (Placeholder codeset),0,0,-7,Refused,0
68,Empty (Placeholder codeset),0,0,-6,Not Asked,0
69,Harv Month (WACH),0,0,-9,Missing,0
69,Harv Month (WACH),0,0,-8,Unknown,0
69,Harv Month (WACH),0,0,-7,Refused,0
69,Harv Month (WACH),0,0,-6,NA,0
69,Harv Month (WACH),0,0,1,January,0
69,Harv Month (WACH),0,0,2,February,0
69,Harv Month (WACH),0,0,3,March,0
69,Harv Month (WACH),0,0,4,April,0
69,Harv Month (WACH),0,0,5,May,0
69,Harv Month (WACH),0,0,6,June,0
69,Harv Month (WACH),0,0,7,July,0
69,Harv Month (WACH),0,0,8,August,0
69,Harv Month (WACH),0,0,9,September,0
69,Harv Month (WACH),0,0,10,October,0
69,Harv Month (WACH),0,0,11,November,0
69,Harv Month (WACH),0,0,12,December,0
69,Harv Month (WACH),0,0,13,Winter,0
69,Harv Month (WACH),0,0,14,Spring,0
69,Harv Month (WACH),0,0,15,Summer,0
69,Harv Month (WACH),0,0,16,Fall,0
71,Expenses,0,0,1,Rent/mortgage,0
71,Expenses,0,0,-9,Missing,0
71,Expenses,0,0,-8,Unknown,0
71,Expenses,0,0,-7,Refused,0
71,Expenses,0,0,-6,Didn't ask,0
71,Expenses,0,0,2,Heating fuel,0
71,Expenses,0,0,3,Propane,0
71,Expenses,0,0,4,Electricity,0
71,Expenses,0,0,5,Water/sewer/garbage,0
71,Expenses,0,0,6,Telephone,0
71,Expenses,0,0,7,Cable/satellite tv,0
71,Expenses,0,0,8,Internet,0
71,Expenses,0,0,9,Gasoline,0
71,Expenses,0,0,10,Ammunition,0
71,Expenses,0,0,1011,Subsistence supplies,0
14,Salmon Preservation,0,0,5,Kippering,0
14,Salmon Preservation,0,0,6,Freezing,0
14,Salmon Preservation,0,0,7,Canning/Jarring,0
14,Salmon Preservation,0,0,8,Fermenting,0
14,Salmon Preservation,0,0,9,Other (specify),0
72,Importance (revised 2017),0,0,-9,Missing,0
72,Importance (revised 2017),0,0,-8,Unknown,0
72,Importance (revised 2017),0,0,-7,Refused,0
72,Importance (revised 2017),0,0,-6,Didn't ask,0
72,Importance (revised 2017),0,0,0,Don't use,0
72,Importance (revised 2017),0,0,1,Not important,0
72,Importance (revised 2017),0,0,2,Important,0
72,Importance (revised 2017),0,0,3,Very important,0
73,Commercial Fishery Role,0,0,-9,Missing,0
73,Commercial Fishery Role,0,0,-8,Unknown,0
73,Commercial Fishery Role,0,0,-7,Refused,0
73,Commercial Fishery Role,0,0,-6,Didn't ask,0
73,Commercial Fishery Role,0,0,1,Captain,0
73,Commercial Fishery Role,0,0,2,Crew,0
73,Commercial Fishery Role,0,0,3,Both (captain & crew),0
