projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,filterq,usuallyq,resource,used,attempt,harvestq,giveaway,received,units,harvJan,harvFeb,harvMar,harvApr,harvMay,harvJun,harvJul,harvAug,harvSep,harvOct,harvNov,harvDec,harvUnkn,sex
316,11,2024,5,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,5,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,13,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,13,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,13,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,13,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,13,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,13,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,13,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,13,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,13,0,1,12,0,default,1,0,301606000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,13,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,13,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,42,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,42,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,42,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,42,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,42,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,42,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,42,0,1,12,0,default,1,0,300899000,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,42,0,1,12,0,default,1,0,301602000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,42,0,1,12,0,default,1,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,42,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,42,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,3,0,1,12,0,default,1,1,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,3,0,1,12,0,default,1,1,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,3,0,1,12,0,default,1,1,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,3,0,1,12,0,default,1,1,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,3,0,1,12,0,default,1,1,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,3,0,1,12,0,default,1,1,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,3,0,1,12,0,default,1,1,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,3,0,1,12,0,default,1,1,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,3,0,1,12,0,default,1,1,301606000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,3,0,1,12,0,default,1,1,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,3,0,1,12,0,default,1,1,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,8,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,8,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,8,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,8,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,8,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,8,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,8,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,8,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,8,0,1,12,0,default,1,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,8,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,8,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,11,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,11,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,11,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,11,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,11,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,11,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,11,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,11,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,11,0,1,12,0,default,1,0,301606000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,11,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,11,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,14,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,14,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,14,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,14,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,14,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,14,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,14,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,14,0,1,12,0,default,1,0,301602000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,14,0,1,12,0,default,1,0,301606000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,14,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,14,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,18,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,18,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,18,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,18,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,18,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,18,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,18,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,18,0,1,12,0,default,1,0,301602000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,18,0,1,12,0,default,1,0,301606000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,18,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,18,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,19,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,19,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,19,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,19,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,19,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,19,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,19,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,19,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,19,0,1,12,0,default,1,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,19,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,19,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,20,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,20,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,20,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,20,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,20,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,20,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,20,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,20,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,20,0,1,12,0,default,1,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,20,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,20,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,21,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,21,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,21,0,1,12,0,default,1,0,300802000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,21,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,21,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,21,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,21,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,21,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,21,0,1,12,0,default,1,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,21,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,21,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,23,0,1,12,0,default,1,1,300802000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,23,0,1,12,0,default,1,1,300802000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,23,0,1,12,0,default,1,1,300802000,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,-8
316,11,2024,23,0,1,12,0,default,1,1,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,23,0,1,12,0,default,1,1,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,23,0,1,12,0,default,1,1,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,23,0,1,12,0,default,1,1,300899000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,23,0,1,12,0,default,1,1,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,23,0,1,12,0,default,1,1,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,23,0,1,12,0,default,1,1,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,23,0,1,12,0,default,1,1,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,25,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,25,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,25,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,25,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,25,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,25,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,25,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,25,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,25,0,1,12,0,default,1,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,25,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,25,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,26,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,26,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,26,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,26,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,26,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,26,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,26,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,26,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,26,0,1,12,0,default,1,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,26,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,26,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,27,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,27,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,27,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,27,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,27,0,1,12,0,default,1,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,27,0,1,12,0,default,1,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,27,0,1,12,0,default,1,0,300899000,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,27,0,1,12,0,default,1,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,27,0,1,12,0,default,1,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,27,0,1,12,0,default,1,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,27,0,1,12,0,default,1,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,43,0,1,12,0,default,0,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,43,0,1,12,0,default,0,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,43,0,1,12,0,default,0,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,43,0,1,12,0,default,0,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,43,0,1,12,0,default,0,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,43,0,1,12,0,default,0,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,43,0,1,12,0,default,0,0,300899000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,43,0,1,12,0,default,0,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,43,0,1,12,0,default,0,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,43,0,1,12,0,default,0,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,43,0,1,12,0,default,0,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,33,0,1,12,0,default,0,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,33,0,1,12,0,default,0,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,33,0,1,12,0,default,0,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,33,0,1,12,0,default,0,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,33,0,1,12,0,default,0,0,300812000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,33,0,1,12,0,default,0,0,300808000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,33,0,1,12,0,default,0,0,300899000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,33,0,1,12,0,default,0,0,301602000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,33,0,1,12,0,default,0,0,301606000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,33,0,1,12,0,default,0,0,301400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,33,0,1,12,0,default,0,0,300400000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
316,11,2024,28,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
316,11,2024,28,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
316,11,2024,28,0,1,12,0,default,1,0,300802000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-8
316,11,2024,28,0,1,12,0,default,1,0,300810000,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6
