projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,filterq,usuallyq,resource,used,attempt,harvestq,giveaway,received,units,amtSeine,amtDipNet,amtRodReel,amtOtherGear,othGearCD1,amtDogFood,amtFishWheel,amtUnspecifiedGillNet
316,11,2024,14,0,1,04,0,default,1,1,115000000,1,1,1,1,1,1,10,0,0,0,,0,,0
316,11,2024,14,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,14,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,18,0,1,04,0,default,1,1,111000000,1,1,1,0,0,1,0,0,3,0,,0,,0
316,11,2024,18,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,18,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,18,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,18,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,18,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,19,0,1,04,0,default,1,0,111000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,19,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,19,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,19,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,19,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,19,0,1,04,0,default,1,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,20,0,1,04,0,default,0,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,20,0,1,04,0,default,0,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,20,0,1,04,0,default,0,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,20,0,1,04,0,default,0,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,20,0,1,04,0,default,0,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,20,0,1,04,0,default,0,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,21,0,1,04,0,default,0,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,21,0,1,04,0,default,0,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,21,0,1,04,0,default,0,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,21,0,1,04,0,default,0,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,21,0,1,04,0,default,0,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,21,0,1,04,0,default,0,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,23,0,1,04,0,default,1,1,111000000,1,1,1,1,0,1,0,0,0,0,,0,,-8
316,11,2024,23,0,1,04,0,default,1,1,114000000,1,1,1,1,0,1,0,0,0,0,,0,,-8
316,11,2024,23,0,1,04,0,default,1,1,112000000,1,1,1,1,0,1,0,0,0,0,,0,,-8
316,11,2024,23,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,23,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,23,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,25,0,1,04,0,default,1,1,111000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,25,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,25,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,25,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,25,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,25,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,26,0,1,04,0,default,1,1,111000000,1,1,1,0,1,1,0,0,0,0,,0,,30
316,11,2024,26,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,26,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,26,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,26,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,26,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,27,0,1,04,0,default,1,1,111000000,1,1,1,1,0,1,0,0,0,0,,0,,20
316,11,2024,27,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,27,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,27,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,27,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,27,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,43,0,1,04,0,default,1,1,111000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,43,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,43,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,43,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,43,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,43,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,33,0,1,04,0,default,0,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,33,0,1,04,0,default,0,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,33,0,1,04,0,default,0,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,33,0,1,04,0,default,0,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,33,0,1,04,0,default,0,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,33,0,1,04,0,default,0,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,28,0,1,04,0,default,1,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,28,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,28,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,28,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,28,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,28,0,1,04,0,default,1,0,119000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,34,0,1,04,0,default,1,1,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,34,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,34,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,34,0,1,04,0,default,1,1,115000000,1,1,1,0,0,1,0,0,2,0,,0,,0
316,11,2024,34,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,34,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,29,0,1,04,0,default,1,0,111000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,29,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,29,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,29,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,29,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,29,0,1,04,0,default,1,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,36,0,1,04,0,default,1,1,111000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,36,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,36,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,36,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,36,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,36,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,37,0,1,04,0,default,1,1,111000000,0,1,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,37,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,37,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,37,0,1,04,0,default,1,1,115000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,37,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,37,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,47,0,1,04,0,default,1,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,47,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,47,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,47,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,47,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,47,0,1,04,0,default,1,0,119000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,48,0,1,04,0,default,1,0,111000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,48,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,48,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,48,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,48,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,48,0,1,04,0,default,1,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,30,0,1,04,0,default,1,1,111000000,0,1,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,30,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,30,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,30,0,1,04,0,default,1,1,115000000,1,1,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,30,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,30,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,50,0,1,04,0,default,1,0,111000000,1,1,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,50,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,50,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,50,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,50,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,50,0,1,04,0,default,1,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,51,0,1,04,0,default,1,1,111000000,1,1,1,1,1,1,0,0,0,0,,-9,,-8
316,11,2024,51,0,1,04,0,default,1,1,114000000,1,1,1,1,0,1,0,0,0,0,,-9,,-8
316,11,2024,51,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,51,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,51,0,1,04,0,default,1,1,113000000,1,1,1,1,0,1,0,0,0,0,,-9,,1
316,11,2024,51,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,31,0,1,04,0,default,1,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,31,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,31,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,31,0,1,04,0,default,1,0,115000000,1,0,0,1,1,1,0,0,0,0,,0,,0
316,11,2024,31,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,31,0,1,04,0,default,1,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,52,0,1,04,0,default,1,0,111000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,52,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,52,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,52,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,52,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,52,0,1,04,0,default,1,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,53,0,1,04,0,default,1,1,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,53,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,53,0,1,04,0,default,1,1,112000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,53,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,53,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,53,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,55,0,1,04,0,default,0,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,55,0,1,04,0,default,0,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,55,0,1,04,0,default,0,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,55,0,1,04,0,default,0,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,55,0,1,04,0,default,0,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,55,0,1,04,0,default,0,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,56,0,1,04,0,default,0,1,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,56,0,1,04,0,default,0,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,56,0,1,04,0,default,0,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,56,0,1,04,0,default,0,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,56,0,1,04,0,default,0,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,56,0,1,04,0,default,0,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,59,0,1,04,0,default,1,1,111000000,1,1,1,1,1,1,0,0,0,0,,0,,10
316,11,2024,59,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,59,0,1,04,0,default,1,1,112000000,1,1,1,1,0,1,0,0,0,0,,0,,1
316,11,2024,59,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,59,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,59,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,60,0,1,04,0,default,1,1,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,60,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,60,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,60,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,60,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,60,0,1,04,0,default,1,1,119000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,61,0,1,04,0,default,1,1,111000000,1,1,1,1,0,1,0,0,0,0,,0,,250
316,11,2024,61,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,61,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,61,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,61,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,61,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,63,0,1,04,0,default,1,0,111000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,63,0,1,04,0,default,1,0,114000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,63,0,1,04,0,default,1,0,112000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,63,0,1,04,0,default,1,0,115000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,63,0,1,04,0,default,1,0,113000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,63,0,1,04,0,default,1,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,64,0,1,04,0,default,1,1,111000000,1,1,1,0,0,1,0,0,2,0,,0,,0
316,11,2024,64,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,64,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,64,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,64,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,64,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,66,0,1,04,0,default,1,1,111000000,1,1,1,1,1,1,0,0,0,0,,0,,15
316,11,2024,66,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,66,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,66,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,66,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,66,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,67,0,1,04,0,default,1,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,67,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,67,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,67,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,67,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,67,0,1,04,0,default,1,0,119000000,1,0,0,0,1,1,0,0,0,0,,0,,0
316,11,2024,68,0,1,04,0,default,1,1,111000000,1,1,1,0,0,1,0,0,0,0,,0,,48
316,11,2024,68,0,1,04,0,default,1,1,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,68,0,1,04,0,default,1,1,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,68,0,1,04,0,default,1,1,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,68,0,1,04,0,default,1,1,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,68,0,1,04,0,default,1,1,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,69,0,1,04,0,default,1,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,69,0,1,04,0,default,1,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,69,0,1,04,0,default,1,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,69,0,1,04,0,default,1,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,69,0,1,04,0,default,1,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,69,0,1,04,0,default,1,0,119000000,1,0,0,1,1,1,0,0,0,0,,0,,0
316,11,2024,70,0,1,04,0,default,0,0,111000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,70,0,1,04,0,default,0,0,114000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,70,0,1,04,0,default,0,0,112000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,70,0,1,04,0,default,0,0,115000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,70,0,1,04,0,default,0,0,113000000,0,0,0,0,0,1,0,0,0,0,,0,,0
316,11,2024,70,0,1,04,0,default,0,0,119000000,0,0,0,0,0,1,0,0,0,0,,0,,0
