projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,filterq,usuallyq,resource,used,attempt,harvestq,giveaway,received,harvJan,harvFeb,harvMar,harvApr,harvMay,harvJun,harvJul,harvAug,harvSep,harvOct,harvNov,harvDec,harvUnkn,amtFoodFur,sex,units
316,11,2024,8,0,1,10,0,default,1,1,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,8,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,8,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,8,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,8,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,8,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,8,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,8,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,11,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-6,1,1
316,11,2024,11,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-6,2,1
316,11,2024,11,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,11,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,11,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,11,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,11,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,11,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,11,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,11,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,14,0,1,10,0,default,1,1,211000000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,8,0,0,0,-6,1,1
316,11,2024,14,0,1,10,0,default,1,1,211000000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,14,0,1,10,0,default,1,1,211000000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,14,0,1,10,0,default,1,1,211800000,1,1,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,1,1
316,11,2024,14,0,1,10,0,default,1,1,211800000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,14,0,1,10,0,default,1,1,211800000,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,14,0,1,10,0,default,1,1,210600000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,14,0,1,10,0,default,1,1,210800000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,14,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,14,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,18,0,1,10,0,default,1,1,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,18,0,1,10,0,default,1,1,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,18,0,1,10,0,default,1,1,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,18,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,18,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,18,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,18,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,18,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,18,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,18,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,19,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,19,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,19,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,19,0,1,10,0,default,1,0,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,19,0,1,10,0,default,1,0,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,19,0,1,10,0,default,1,0,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,19,0,1,10,0,default,1,0,210600000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,19,0,1,10,0,default,1,0,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,19,0,1,10,0,default,1,0,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,19,0,1,10,0,default,1,0,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,20,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,20,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,20,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,20,0,1,10,0,default,1,0,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,20,0,1,10,0,default,1,0,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,20,0,1,10,0,default,1,0,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,20,0,1,10,0,default,1,0,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,20,0,1,10,0,default,1,0,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,20,0,1,10,0,default,1,0,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,20,0,1,10,0,default,1,0,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,21,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,1,1
316,11,2024,21,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-6,2,1
316,11,2024,21,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,21,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,21,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,21,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,21,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,21,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,21,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,21,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,23,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,3,0,0,0,0,-6,1,1
316,11,2024,23,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,23,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,23,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,23,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,23,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,23,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,23,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,23,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,23,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,25,0,1,10,0,default,1,1,211000000,1,1,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,25,0,1,10,0,default,1,1,211000000,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,25,0,1,10,0,default,1,1,211000000,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,25,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,25,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,25,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,25,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,25,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,25,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,25,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,26,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,12,0,-6,1,1
316,11,2024,26,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,26,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,26,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,26,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,26,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,26,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,26,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,26,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,26,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,27,0,1,10,0,default,1,1,211000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,27,0,1,10,0,default,1,1,211000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,27,0,1,10,0,default,1,1,211000000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,27,0,1,10,0,default,1,1,211800000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,27,0,1,10,0,default,1,1,211800000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,27,0,1,10,0,default,1,1,211800000,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,27,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,27,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,27,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,27,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,43,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,-6,1,1
316,11,2024,43,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,43,0,1,10,0,default,1,1,211000000,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,43,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,43,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,43,0,1,10,0,default,1,1,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,43,0,1,10,0,default,1,1,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,43,0,1,10,0,default,1,1,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,43,0,1,10,0,default,1,1,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,43,0,1,10,0,default,1,1,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,33,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,33,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,33,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,33,0,1,10,0,default,1,0,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,33,0,1,10,0,default,1,0,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,33,0,1,10,0,default,1,0,211800000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,33,0,1,10,0,default,1,0,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,33,0,1,10,0,default,1,0,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,33,0,1,10,0,default,1,0,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,33,0,1,10,0,default,1,0,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,28,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,28,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,28,0,1,10,0,default,1,0,211000000,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,28,0,1,10,0,default,1,0,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,28,0,1,10,0,default,1,0,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,28,0,1,10,0,default,1,0,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-8,1
316,11,2024,28,0,1,10,0,default,1,0,210600000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,28,0,1,10,0,default,1,0,210800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1
316,11,2024,28,0,1,10,0,default,1,0,212200000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,28,0,1,10,0,default,1,0,212000000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,-6,1
316,11,2024,34,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
316,11,2024,34,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,2,1
316,11,2024,34,0,1,10,0,default,1,1,211000000,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,-6,-8,1
316,11,2024,34,0,1,10,0,default,1,1,211800000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-6,1,1
