projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,resource,histUse,whyDiffDesc,whyDiffCD1,whyDiffCD2,getEnough,resourceNeeded,resNeededDesc,displayGroup,impact,locationDesc,resYN,own,borrow,lease,charter,environChangesYN,environChangesDesc,environChangesCD1,environChangesCD2,units,amt,filterq,usuallyq,pctUse,firewoodChangesYN,firewoodChangesDesc,ride,comments
316,11,2024,13,0,1,66,0,default,110000000,1,WATER WAS HIGH & TOO MUCH SUNNAQS (DEBRIS) IN THE WATER.,9,,0,,-9,6604,-9,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,120000000,1,"HIGH WATER (NO ACCESS WITH BOAT), SON WAS BUSY (RECEIVED LESS)",9,6,0,125200000,"GRAYLING, PIKE, WHITEFISH",6606,1,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,120000000,1,"HIGH WATER (NO ACCESS WITH BOAT), SON WAS BUSY (RECEIVED LESS)",9,6,0,125400000,"GRAYLING, PIKE, WHITEFISH",6606,1,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,120000000,1,"HIGH WATER (NO ACCESS WITH BOAT), SON WAS BUSY (RECEIVED LESS)",9,6,0,126400000,"GRAYLING, PIKE, WHITEFISH",6606,1,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,210000000,1,"DIDN'T GO AS MUCH, AND NOT AS MUCH GIVEN. CARIBOU WERE LATE - SNOW WAS HIGH.",7,6,1,,,6610,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,220000000,1,"SNOWMACHINE GETTING TOO HEAVY FOR ME, KIDS MOVED AWAY (RECEIVED LESS)",1,6,1,,,6614,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,400000000,1,GETTING OLDER,1,,1,,,6615,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,300000000,2,,,,1,,,6612,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,500000000,0,,,,,,,6608,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,600000000,3,WATER TOO HIGH FOR MASRU. MOREBERRIES THOUGH.,3,,1,,,66171,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,,,,,,,,,66172,,,,,,,,,,,,,,0,0,3,1,WE GO 10 MILES OUT SO THERE'S NO COMPETITION (THERE IS TOO MANY PEOPLE CLOSER TO TOWN).,,
316,11,2024,13,0,1,66,0,default,0,1,"HIGH WATER, LATE CARIBOU, DEPENDING MORE ON YOUNG PEOPLE.",9,4,0,211000000,CARIBOU OR MOOSE TO SHARE,6600,1,,,,,,,1,"HIGH WATER, LOW WATER, SOMETIMES BOTH DEPENDING ON TIME OF YEAR. UNPREDICTABLE.",,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,0,1,"HIGH WATER, LATE CARIBOU, DEPENDING MORE ON YOUNG PEOPLE.",9,4,0,211800000,CARIBOU OR MOOSE TO SHARE,6600,1,,,,,,,1,"HIGH WATER, LOW WATER, SOMETIMES BOTH DEPENDING ON TIME OF YEAR. UNPREDICTABLE.",,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980110000,,,,,,,,6620,,,1,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980210100,,,,,,,,6620,,,1,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980210200,,,,,,,,6620,,,1,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980230000,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980220000,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980210300,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980250100,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980110000,,,,,,,,6621,,,,1,0,0,0,,,,,,,0,0,,,,1,
316,11,2024,13,0,1,66,0,default,980210100,,,,,,,,6621,,,,1,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,13,0,1,66,0,default,980210200,,,,,,,,6621,,,,1,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,13,0,1,66,0,default,980230000,,,,,,,,6621,,,,1,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,13,0,1,66,0,default,980220000,,,,,,,,6621,,,,1,0,0,0,,,,,,,0,0,,,,1,
316,11,2024,13,0,1,66,0,default,980210300,,,,,,,,6621,,,,0,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,13,0,1,66,0,default,980250100,,,,,,,,6621,,,,0,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,13,0,1,66,0,default,980600300,,,,,,,,6622,,,1,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980600400,,,,,,,,6622,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980600500,,,,,,,,6622,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,980600200,,,,,,,,6622,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,,,,,,,,,6622,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,13,0,1,66,0,default,940100322,,,,,,,,6623,,,0,,,,,,,,,1,0,0,0,,,,,
316,11,2024,13,0,1,66,0,default,940100323,,,,,,,,6623,,,0,,,,,,,,,1,0,0,0,,,,,
316,11,2024,13,0,1,66,0,default,940100328,,,,,,,,6623,,,0,,,,,,,,,1,0,0,0,,,,,
316,11,2024,13,0,1,66,0,default,940100334,,,,,,,,6623,,,0,,,,,,,,,4,0,0,0,,,,,
316,11,2024,13,0,1,66,0,default,604002000,,,,,,,,6624,,,0,,,,,,,,,4,0,0,0,,,,,
316,11,2024,13,0,1,66,0,default,604013000,,,,,,,,6624,,,0,,,,,,,,,4,0,0,0,,,,,
316,11,2024,13,0,1,66,0,default,940100326,,,,,,,,6624,,,0,,,,,,,,,4,0,0,0,,,,,
316,11,2024,42,0,1,66,0,default,110000000,1,"HIGH WATER, DIRTY WATER.",9,,1,,,6604,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,120000000,1,LESS BURBOT - NOT SURE WHY,3,,1,,,6606,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,210000000,2,,,,1,,,6610,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,220000000,2,,,,1,,,6614,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,400000000,2,,,,1,,,6615,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,300000000,2,,,,1,,,6612,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,500000000,0,,,,,,,6608,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,600000000,2,,,,1,,,66171,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,,,,,,,,,66172,,,,,,,,,,,,,,1,1,4,0,,,
316,11,2024,42,0,1,66,0,default,0,2,,,,1,,,6600,,,,,,,,1,HIGH DIRTY WATER AFFECTS FISH.,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980110000,,,,,,,,6620,,,1,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980210100,,,,,,,,6620,,,1,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980210200,,,,,,,,6620,,,1,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980230000,,,,,,,,6620,,,0,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980220000,,,,,,,,6620,,,0,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980210300,,,,,,,,6620,,,0,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980250100,,,,,,,,6620,,,0,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980110000,,,,,,,,6621,,,,0,1,0,0,,,,,,,1,1,,,,1,
316,11,2024,42,0,1,66,0,default,980210100,,,,,,,,6621,,,,1,0,0,0,,,,,,,1,1,,,,0,
316,11,2024,42,0,1,66,0,default,980210200,,,,,,,,6621,,,,0,1,0,0,,,,,,,1,1,,,,1,
316,11,2024,42,0,1,66,0,default,980230000,,,,,,,,6621,,,,0,0,0,0,,,,,,,1,1,,,,0,
316,11,2024,42,0,1,66,0,default,980220000,,,,,,,,6621,,,,0,0,0,0,,,,,,,1,1,,,,0,
316,11,2024,42,0,1,66,0,default,980210300,,,,,,,,6621,,,,0,0,0,0,,,,,,,1,1,,,,0,
316,11,2024,42,0,1,66,0,default,980250100,,,,,,,,6621,,,,0,0,0,0,,,,,,,1,1,,,,0,
316,11,2024,42,0,1,66,0,default,980600300,,,,,,,,6622,,,1,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980600400,,,,,,,,6622,,,0,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980600500,,,,,,,,6622,,,1,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,980600200,,,,,,,,6622,,,1,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,,,,,,,,,6622,,,,,,,,,,,,,,1,1,,,,,
316,11,2024,42,0,1,66,0,default,940100322,,,,,,,,6623,,,0,,,,,,,,,1,0,1,1,,,,,
316,11,2024,42,0,1,66,0,default,940100323,,,,,,,,6623,,KOBUK SAND DUNES,1,,,,,,,,,1,1,1,1,,,,,
316,11,2024,42,0,1,66,0,default,940100328,,,,,,,,6623,,,0,,,,,,,,,1,0,1,1,,,,,
316,11,2024,42,0,1,66,0,default,940100334,,,,,,,,6623,,,0,,,,,,,,,4,0,1,1,,,,,
316,11,2024,42,0,1,66,0,default,604002000,,,,,,,,6624,,"ALONG THE KOBUK RIVER, UPRIVER IN A SMALL CREEK.",1,,,,,,,,,2,-9,1,1,,,,,
316,11,2024,42,0,1,66,0,default,604013000,,,,,,,,6624,,ALONG THE RIVER ISLAND,1,,,,,,,,,2,3,1,1,,,,,
316,11,2024,42,0,1,66,0,default,940100326,,,,,,,,6624,,,0,,,,,,,,,4,0,1,1,,,,,
316,11,2024,42,0,1,66,0,default,940100325,,,,,,,,6624,,HUNT RIVER,1,,,,,,,,,2,5,1,1,,,,,
316,11,2024,3,0,1,66,0,default,110000000,-8,,,,1,,,6604,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,120000000,3,LAST YEAR SISTER WAS TOO YOUNG TO GO ALONE AND SHES THE FISHER,7,,1,,,6606,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,210000000,2,,,,1,,,6610,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,220000000,0,,,,,,,6614,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,400000000,2,,,,1,,,6615,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,300000000,2,,,,1,,,6612,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,500000000,0,,,,,,,6608,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,600000000,1,4-WHEELER BROKE,5,,0,601016000,"CLOUDBERRY, LOWBUSH CRANBERRY",66171,1,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,600000000,1,4-WHEELER BROKE,5,,0,601004000,"CLOUDBERRY, LOWBUSH CRANBERRY",66171,1,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,,,,,,,,,66172,,,,,,,,,,,,,,0,0,4,-8,"FIREWOOD COMES FORM MY DAD, I DON’T KNOW -8",,
316,11,2024,3,0,1,66,0,default,0,-8,DON’T KNOW BECAUSE I DON’T COLLECT THE STUFF MYSELF,,,1,,,6600,,,,,,,,-8,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980110000,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980210100,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980210200,,,,,,,,6620,,,1,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980230000,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980220000,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980210300,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980250100,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980110000,,,,,,,,6621,,,,0,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,3,0,1,66,0,default,980210100,,,,,,,,6621,,,,0,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,3,0,1,66,0,default,980210200,,,,,,,,6621,,,,0,1,0,0,,,,,,,0,0,,,,1,
316,11,2024,3,0,1,66,0,default,980230000,,,,,,,,6621,,,,0,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,3,0,1,66,0,default,980220000,,,,,,,,6621,,,,0,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,3,0,1,66,0,default,980210300,,,,,,,,6621,,,,0,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,3,0,1,66,0,default,980250100,,,,,,,,6621,,,,0,0,0,0,,,,,,,0,0,,,,0,
316,11,2024,3,0,1,66,0,default,980600300,,,,,,,,6622,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980600400,,,,,,,,6622,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980600500,,,,,,,,6622,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,980600200,,,,,,,,6622,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,,,,,,,,,6622,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,3,0,1,66,0,default,940100322,,,,,,,,6623,,,0,,,,,,,,,1,0,0,0,,,,,
316,11,2024,3,0,1,66,0,default,940100323,,,,,,,,6623,,,0,,,,,,,,,1,0,0,0,,,,,
316,11,2024,3,0,1,66,0,default,940100328,,,,,,,,6623,,,0,,,,,,,,,1,0,0,0,,,,,
316,11,2024,3,0,1,66,0,default,940100334,,,,,,,,6623,,,0,,,,,,,,,4,0,0,0,,,,,
316,11,2024,3,0,1,66,0,default,604002000,,,,,,,,6624,,,0,,,,,,,,,4,0,0,0,,,,,
316,11,2024,3,0,1,66,0,default,604013000,,,,,,,,6624,,,0,,,,,,,,,4,0,0,0,,,,,
316,11,2024,3,0,1,66,0,default,940100326,,,,,,,,6624,,,0,,,,,,,,,4,0,0,0,,,,,
316,11,2024,8,0,1,66,0,default,110000000,1,HAVENT BEEN OUT,7,,1,,,6604,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,120000000,1,LESS EFFORT,7,,1,,,6606,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,210000000,2,,,,1,,,6610,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,220000000,0,,,,,,,6614,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,400000000,0,,,,,,,6615,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,300000000,1,HAVENT ASKED FOR IT,6,,1,,,6612,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,500000000,0,,,,,,,6608,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,600000000,1,HAVENT GONE OUT,7,,1,,,66171,,,,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,,,,,,,,,66172,,,,,,,,,,,,,,0,0,3,1,HAVE TO GO FURTHER BECAUSE THE DRY WOOD IS FURTHER AWAY,,
316,11,2024,8,0,1,66,0,default,0,2,,,,1,,,6600,,,,,,,,1,"GLOBAL WARMING, HOTTER DAYS, THEMA LOT OF RAIN LOW WATER LEVELS HARDER TO BOAT, PLACES YET RAINED OUT AND PEOPLE SOMETIMES HAVE TO CALL FOR SEARCH AND RESCUE",,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,980110000,,,,,,,,6620,,,1,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,980210100,,,,,,,,6620,,,1,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,980210200,,,,,,,,6620,,,1,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,980230000,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,980220000,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,980210300,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
316,11,2024,8,0,1,66,0,default,980250100,,,,,,,,6620,,,0,,,,,,,,,,,0,0,,,,,
