projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,displayGroup,stmtNum,stmtDesc,stmt1to3Value,trueForHH,occJan,occFeb,occMar,occApr,occMay,occJun,occJul,occAug,occSep,occOct,occNov,occDec,eatLess,hungryNotEat,loseWeight,notEatWholeDay,getFood,filterq
316,11,2024,14,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,14,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
316,11,2024,18,0,1,201,0,default,20101,,,1,,,,,,,,,,,,,,,,,,,0
316,11,2024,18,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,18,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,18,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,18,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,18,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,18,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,18,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
316,11,2024,19,0,1,201,0,default,20101,,,2,,,,,,,,,,,,,,,,,,,0
316,11,2024,19,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,1,-1,-1,-1,0,0,0,0,0,0,-1,-1,-1,,,,,1,0
316,11,2024,19,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,19,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,19,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,1,0,0,-1,-1,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,19,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,19,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,19,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
316,11,2024,20,0,1,201,0,default,20101,,,3,,,,,,,,,,,,,,,,,,,0
316,11,2024,20,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,20,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,2,0
316,11,2024,20,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,,,,,,0
316,11,2024,20,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,20,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,20,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,20,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,0
316,11,2024,21,0,1,201,0,default,20101,,,3,,,,,,,,,,,,,,,,,,,0
316,11,2024,21,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,,,,,3,0
316,11,2024,21,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,21,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,,,,,,0
316,11,2024,21,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,,,,,,0
316,11,2024,21,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,1,0,0,0,0,0,0,0,-1,-1,-1,0,0,,,,,,0
316,11,2024,21,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,21,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0
316,11,2024,23,0,1,201,0,default,20101,,,1,,,,,,,,,,,,,,,,,,,0
316,11,2024,23,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,23,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,23,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,23,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,23,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,23,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,23,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
316,11,2024,25,0,1,201,0,default,20101,,,1,,,,,,,,,,,,,,,,,,,0
316,11,2024,25,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,25,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,25,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,25,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,25,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,25,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,25,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
316,11,2024,26,0,1,201,0,default,20101,,,1,,,,,,,,,,,,,,,,,,,0
316,11,2024,26,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,26,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,26,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,26,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,26,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,26,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,26,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
316,11,2024,27,0,1,201,0,default,20101,,,2,,,,,,,,,,,,,,,,,,,0
316,11,2024,27,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,1,0,0,0,0,0,0,0,0,-1,-1,-1,-1,,,,,1,0
316,11,2024,27,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,27,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,27,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,1,0,0,0,0,0,0,0,0,0,-1,-1,-1,,,,,,0
316,11,2024,27,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,27,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,27,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
316,11,2024,43,0,1,201,0,default,20101,,,3,,,,,,,,,,,,,,,,,,,0
316,11,2024,43,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,3,0
316,11,2024,43,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,3,0
316,11,2024,43,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,43,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,43,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,43,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,43,0,1,201,0,default,20108,,,,,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,1,1,1,1,,0
316,11,2024,33,0,1,201,0,default,20101,,,-8,,,,,,,,,,,,,,,,,,,0
316,11,2024,33,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,-8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,33,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,-8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,33,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,-8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,33,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,-8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,33,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,-8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,33,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,-8,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,33,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,-8,-8,-8,-8,,0
316,11,2024,28,0,1,201,0,default,20101,,,2,,,,,,,,,,,,,,,,,,,0
316,11,2024,28,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,28,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,3,0
316,11,2024,28,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,28,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,28,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,28,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,,,,,,0
316,11,2024,28,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,,0
316,11,2024,34,0,1,201,0,default,20101,,,1,,,,,,,,,,,,,,,,,,,0
316,11,2024,34,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,34,0,1,201,0,default,20103,5,We could not get the kinds of foods we wanted to eat because of a LACK OF RESOURCES.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,34,0,1,201,0,default,20104,6,"The food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,34,0,1,201,0,default,20105,7,"The WILD food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,34,0,1,201,0,default,20106,8,"The STORE-BOUGHT food we had JUST DID NOT LAST, and we could not get more.",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,34,0,1,201,0,default,20107,,"During the last year, did you or other adults in your household ever CUT THE SIZE OF YOUR MEALS OR SKIP MEALS because the HH could not get the food that was needed?",,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
316,11,2024,34,0,1,201,0,default,20108,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0
316,11,2024,29,0,1,201,0,default,20101,,,1,,,,,,,,,,,,,,,,,,,0
316,11,2024,29,0,1,201,0,default,20102,4,We WORRIED that our household would run out of food before we could get more.,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,0
