projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,filterq,usuallyq,resource,commFishYN,keepResourceYN,incidentalYN,removeOwnUse,amtGavetoCrew,amtGaveOthers,units,resComment
316,11,2024,33,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,28,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,28,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,28,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,28,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,28,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,28,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,28,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,28,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,34,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,34,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,34,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,34,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,34,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,34,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,34,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,34,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,29,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,29,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,29,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,29,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,29,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,29,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,29,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,29,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,36,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,36,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,36,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,36,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,36,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,36,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,36,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,36,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,37,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,37,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,37,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,37,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,37,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,37,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,37,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,37,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,47,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,47,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,47,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,47,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,47,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,47,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,47,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,47,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,48,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,48,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,48,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,48,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,48,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,48,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,48,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,48,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,30,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,30,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,30,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,30,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,30,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,30,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,30,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,30,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,50,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,50,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,50,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,50,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,50,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,50,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,50,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,50,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,51,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,51,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,51,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,51,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,51,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,51,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,51,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,51,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,31,0,1,03,0,default,1,1,111000001,0,0,0,0,0,0,1,
316,11,2024,31,0,1,03,0,default,1,1,114000001,0,0,0,0,0,0,1,
316,11,2024,31,0,1,03,0,default,1,1,112000001,0,0,0,0,0,0,1,
316,11,2024,31,0,1,03,0,default,1,1,115000001,1,1,0,13,-8,-8,1,
316,11,2024,31,0,1,03,0,default,1,1,113000001,0,0,0,0,0,0,1,
316,11,2024,31,0,1,03,0,default,1,1,125600001,0,0,0,0,0,0,1,
316,11,2024,31,0,1,03,0,default,1,1,125006001,0,0,0,0,0,0,1,
316,11,2024,31,0,1,03,0,default,1,1,126404001,0,0,0,0,0,0,1,
316,11,2024,52,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,52,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,52,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,52,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,52,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,52,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,52,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,52,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,53,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,53,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,53,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,53,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,53,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,53,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,53,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,53,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,55,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,55,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,55,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,55,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,55,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,55,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,55,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,55,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,56,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,56,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,56,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,56,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,56,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,56,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,56,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,56,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,59,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,59,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,59,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,59,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,59,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,59,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,59,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,59,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,60,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,60,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,60,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,60,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,60,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,60,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,60,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,60,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,61,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,61,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,61,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,61,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,61,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,61,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,61,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,61,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,63,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,63,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,63,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,63,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,63,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,63,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,63,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,63,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,64,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,64,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,64,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,64,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,64,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,64,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,64,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,64,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,66,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,66,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,66,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,66,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,66,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,66,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,66,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,66,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,67,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,67,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,67,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,67,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,67,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,67,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,67,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,67,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
316,11,2024,68,0,1,03,0,default,0,0,111000001,0,0,0,0,0,0,1,
316,11,2024,68,0,1,03,0,default,0,0,114000001,0,0,0,0,0,0,1,
316,11,2024,68,0,1,03,0,default,0,0,112000001,0,0,0,0,0,0,1,
316,11,2024,68,0,1,03,0,default,0,0,115000001,0,0,0,0,0,0,1,
316,11,2024,68,0,1,03,0,default,0,0,113000001,0,0,0,0,0,0,1,
316,11,2024,68,0,1,03,0,default,0,0,125600001,0,0,0,0,0,0,1,
316,11,2024,68,0,1,03,0,default,0,0,125006001,0,0,0,0,0,0,1,
316,11,2024,68,0,1,03,0,default,0,0,126404001,0,0,0,0,0,0,1,
