projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,filterq,usuallyq,resource,used,attempt,harvestq,giveaway,received,units,amtRodReel,amtOtherGear,othGearCD1,amtDogFood,displayGroup,amtUnspecifiedSubsistenceNet,amtHookUnderIce,amtUnspecifiedGillNet,amtNetUnderIce
316,11,2024,5,0,1,06,0,default,1,1,126499000,1,0,0,0,1,1,0,0,,0,601,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,125500000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,124800000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,125200000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,5,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,125600000,1,0,0,0,1,1,0,0,,0,601,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,126404000,1,0,0,0,1,1,0,0,,0,601,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,126408000,1,0,0,0,1,1,0,0,,0,601,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,125500000,1,1,1,0,1,1,6,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,124800000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,125200000,1,1,1,0,0,1,5,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,13,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,125600000,1,1,1,1,0,1,45,0,,0,601,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,126404000,1,1,1,1,0,1,0,0,,3,601,,0,0,25
316,11,2024,42,0,1,06,0,default,1,1,126408000,1,1,1,1,0,1,0,0,,0,601,,0,-8,0
316,11,2024,42,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,125012000,1,1,1,1,0,1,5,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,125500000,1,1,1,1,0,1,17,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,124800000,1,1,1,1,0,1,0,0,,0,602,,8,0,0
316,11,2024,42,0,1,06,0,default,1,1,125200000,1,1,1,1,0,1,5,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,42,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,125600000,1,1,1,0,0,1,-8,0,,0,601,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,126404000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,126408000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,125500000,1,1,1,1,0,1,3,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,124800000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,125200000,1,1,1,0,0,1,3,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,3,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,125600000,1,1,1,1,0,1,10,0,,0,601,,10,0,0
316,11,2024,8,0,1,06,0,default,1,1,126404000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,126408000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,126499000,1,0,0,0,1,1,0,0,,0,601,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,125500000,1,1,1,1,0,1,0,0,,0,602,,5,0,0
316,11,2024,8,0,1,06,0,default,1,1,124800000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,125200000,1,1,1,0,0,1,5,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,8,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,125600000,1,1,1,1,0,1,9,0,,0,601,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,126404000,1,1,1,1,0,1,0,0,,0,601,,0,-9,0
316,11,2024,11,0,1,06,0,default,1,1,126408000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,125500000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,124800000,1,1,1,1,0,1,0,4,18,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,125200000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,11,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,125600000,1,1,1,0,0,1,0,0,,0,601,,0,5,0
316,11,2024,14,0,1,06,0,default,1,1,126404000,1,1,1,1,0,1,0,0,,0,601,,0,100,0
316,11,2024,14,0,1,06,0,default,1,1,126408000,1,1,1,1,0,1,0,0,,0,601,,0,2,0
316,11,2024,14,0,1,06,0,default,1,1,126406060,1,1,1,1,0,1,0,0,,0,601,,0,200,0
316,11,2024,14,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,125006990,1,1,1,0,0,1,0,0,,0,602,,0,2,0
316,11,2024,14,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,125500000,1,1,1,0,0,1,0,0,,0,602,,0,2,0
316,11,2024,14,0,1,06,0,default,1,1,124800000,1,0,0,0,1,1,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,125200000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,14,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,125600000,1,1,1,0,1,1,10,0,,0,601,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,126404000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,126408000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,126499000,1,1,1,0,0,1,5,0,,0,601,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,125500000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,124800000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,125200000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,18,0,1,06,0,default,1,1,120302000,1,0,0,0,1,4,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,125600000,1,1,1,0,1,1,20,0,,0,601,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,126404000,1,0,0,0,1,1,0,0,,0,601,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,126408000,1,0,0,0,1,1,0,0,,0,601,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,125006990,1,0,0,0,1,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,125500000,1,0,0,0,1,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,124800000,1,0,0,0,1,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,125200000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,19,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,125600000,1,0,0,0,1,1,0,0,,0,601,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,126404000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,126408000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,125500000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,124800000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,125200000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,20,0,1,06,0,default,1,0,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,125600000,0,1,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,126404000,0,1,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,126408000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,125500000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,124800000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,125200000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,21,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,125600000,1,1,1,1,0,1,-8,0,,0,601,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,126404000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,126408000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,126406060,1,1,1,1,0,1,0,0,,0,601,,0,30,0
316,11,2024,23,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,125500000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,124800000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,125200000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,126000000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,120406000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,121010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,23,0,1,06,0,default,1,1,120200000,0,0,0,0,0,4,0,0,,0,602,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,125600000,1,1,1,0,0,1,3,0,,0,601,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,126404000,1,1,1,0,1,1,0,0,,0,601,,0,0,100
316,11,2024,25,0,1,06,0,default,1,1,126408000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,126406060,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,126412000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,126406040,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,126499000,0,0,0,0,0,1,0,0,,0,601,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,125006990,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,125002000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,125012000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,125010000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,125500000,0,0,0,0,0,1,0,0,,0,602,,0,0,0
316,11,2024,25,0,1,06,0,default,1,1,124800000,1,1,1,0,0,1,0,10,18,0,602,,0,0,0
