projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,filterq,usuallyq,resource,used,attempt,harvestq,giveaway,received,units,displayGroup,amtHarvest,resourceComment
316,11,2024,14,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,14,0,1,17,0,default,1,1,602038000,1,1,1,0,0,4,1701,1,WILD ONIONS
316,11,2024,14,0,1,17,0,default,1,1,602006000,1,1,1,0,0,4,1701,1,
316,11,2024,18,0,1,17,0,default,1,1,601002000,1,1,1,0,1,4,1701,2,
316,11,2024,18,0,1,17,0,default,1,1,601016000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,601004000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,18,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,18,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,18,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,18,0,1,17,0,default,1,1,604000002,1,1,1,0,0,6,1702,-9,
316,11,2024,18,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,19,0,1,17,0,default,1,1,601002000,1,1,1,0,1,4,1701,4,
316,11,2024,19,0,1,17,0,default,1,1,601016000,1,0,0,0,1,4,1701,0,
316,11,2024,19,0,1,17,0,default,1,1,601007000,1,0,0,0,1,4,1701,0,
316,11,2024,19,0,1,17,0,default,1,1,601004000,1,1,1,0,1,4,1701,2,
316,11,2024,19,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,19,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,19,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,19,0,1,17,0,default,1,1,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,19,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,19,0,1,17,0,default,1,1,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,19,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,19,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,19,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,19,0,1,17,0,default,1,1,604000002,1,0,0,0,1,6,1702,0,
316,11,2024,19,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,20,0,1,17,0,default,0,0,601002000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,601016000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,601004000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,20,0,1,17,0,default,0,0,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,20,0,1,17,0,default,0,0,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,20,0,1,17,0,default,0,0,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,20,0,1,17,0,default,0,0,604000002,0,0,0,0,0,6,1702,0,
316,11,2024,20,0,1,17,0,default,0,0,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,21,0,1,17,0,default,1,1,601002000,1,1,1,1,0,4,1701,8,
316,11,2024,21,0,1,17,0,default,1,1,601016000,0,0,0,0,0,4,1701,0,
316,11,2024,21,0,1,17,0,default,1,1,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,21,0,1,17,0,default,1,1,601004000,1,1,1,1,0,4,1701,4,
316,11,2024,21,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,21,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,21,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,21,0,1,17,0,default,1,1,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,21,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,21,0,1,17,0,default,1,1,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,21,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,21,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,21,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,21,0,1,17,0,default,1,1,604000002,1,1,1,0,0,6,1702,1.39999997615814,14 LOADS
316,11,2024,21,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,23,0,1,17,0,default,1,1,601002000,1,1,1,1,1,4,1701,5,
316,11,2024,23,0,1,17,0,default,1,1,601016000,0,0,0,0,0,4,1701,0,
316,11,2024,23,0,1,17,0,default,1,1,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,23,0,1,17,0,default,1,1,601004000,1,1,1,1,1,4,1701,8,
316,11,2024,23,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,23,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,23,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,23,0,1,17,0,default,1,1,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,23,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,23,0,1,17,0,default,1,1,602009000,1,1,1,1,0,4,1701,3,
316,11,2024,23,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,23,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,23,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,23,0,1,17,0,default,1,1,604000002,0,0,0,0,0,6,1702,0,
316,11,2024,23,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,23,0,1,17,0,default,1,1,602006000,1,1,1,1,0,4,1701,3,
316,11,2024,23,0,1,17,0,default,1,1,602038000,1,1,1,1,0,5,1701,2,WILD ONIONS
316,11,2024,25,0,1,17,0,default,1,1,601002000,1,1,1,0,0,4,1701,3,
316,11,2024,25,0,1,17,0,default,1,1,601016000,1,1,1,0,0,5,1701,2,
316,11,2024,25,0,1,17,0,default,1,1,601007000,1,1,1,0,0,5,1701,2,HARD TO FIND
316,11,2024,25,0,1,17,0,default,1,1,601004000,1,1,1,0,0,4,1701,3,
316,11,2024,25,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,25,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,25,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,25,0,1,17,0,default,1,1,602044000,1,1,1,0,0,4,1701,3,
316,11,2024,25,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,25,0,1,17,0,default,1,1,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,25,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,25,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,25,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,25,0,1,17,0,default,1,1,604000002,1,1,1,0,0,6,1702,10,
316,11,2024,25,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,26,0,1,17,0,default,1,1,601002000,1,1,1,1,0,4,1701,30,
316,11,2024,26,0,1,17,0,default,1,1,601016000,1,1,1,1,0,4,1701,30,
316,11,2024,26,0,1,17,0,default,1,1,601007000,1,1,1,0,0,4,1701,1,
316,11,2024,26,0,1,17,0,default,1,1,601004000,1,1,1,1,0,4,1701,48,
316,11,2024,26,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,26,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,26,0,1,17,0,default,1,1,602028000,1,1,1,1,0,4,1701,13,
316,11,2024,26,0,1,17,0,default,1,1,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,26,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,26,0,1,17,0,default,1,1,602009000,1,1,1,1,0,4,1701,13,
316,11,2024,26,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,26,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,26,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,26,0,1,17,0,default,1,1,604000002,1,1,1,0,0,6,1702,1.29999995231628,20FT LONG SLED
316,11,2024,26,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,26,0,1,17,0,default,1,1,602006000,1,1,1,1,0,4,1701,2,
316,11,2024,26,0,1,17,0,default,1,1,601036000,1,1,1,1,0,4,1701,1,
316,11,2024,27,0,1,17,0,default,1,1,601002000,1,1,1,1,0,4,1701,5,
316,11,2024,27,0,1,17,0,default,1,1,601016000,0,0,0,0,0,4,1701,0,
316,11,2024,27,0,1,17,0,default,1,1,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,27,0,1,17,0,default,1,1,601004000,1,1,1,1,0,4,1701,5,
316,11,2024,27,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,27,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,27,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,27,0,1,17,0,default,1,1,602044000,1,1,1,1,0,4,1701,5,
316,11,2024,27,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,27,0,1,17,0,default,1,1,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,27,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,27,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,27,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,27,0,1,17,0,default,1,1,604000002,1,1,1,1,0,6,1702,1,
316,11,2024,27,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,43,0,1,17,0,default,1,1,601002000,1,0,0,0,1,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,601016000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,601004000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,43,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,43,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,43,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,43,0,1,17,0,default,1,1,604000002,1,0,0,0,1,6,1702,0,
316,11,2024,43,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,33,0,1,17,0,default,1,1,601002000,1,0,0,0,1,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,601016000,1,0,0,0,1,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,601004000,1,0,0,0,1,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,33,0,1,17,0,default,1,1,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,33,0,1,17,0,default,1,1,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,33,0,1,17,0,default,1,1,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,33,0,1,17,0,default,1,1,604000002,0,0,0,0,0,6,1702,0,
316,11,2024,33,0,1,17,0,default,1,1,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,28,0,1,17,0,default,1,0,601002000,1,0,0,0,1,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,601016000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,601004000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,602044000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,602018000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,602009000,0,0,0,0,0,4,1701,0,
316,11,2024,28,0,1,17,0,default,1,0,602049000,0,0,0,0,0,4,1702,0,
316,11,2024,28,0,1,17,0,default,1,0,602051000,0,0,0,0,0,4,1702,0,
316,11,2024,28,0,1,17,0,default,1,0,602040000,0,0,0,0,0,4,1702,0,
316,11,2024,28,0,1,17,0,default,1,0,604000002,1,0,0,0,1,6,1702,0,BUYS LOCALLY
316,11,2024,28,0,1,17,0,default,1,0,604000000,0,0,0,0,0,6,1702,0,
316,11,2024,34,0,1,17,0,default,1,1,601002000,1,1,1,0,0,4,1701,6,
316,11,2024,34,0,1,17,0,default,1,1,601016000,1,1,1,0,0,4,1701,2,
316,11,2024,34,0,1,17,0,default,1,1,601007000,0,0,0,0,0,4,1701,0,
316,11,2024,34,0,1,17,0,default,1,1,601004000,1,1,1,0,0,4,1701,8,
316,11,2024,34,0,1,17,0,default,1,1,601006000,0,0,0,0,0,4,1701,0,
316,11,2024,34,0,1,17,0,default,1,1,602031000,0,0,0,0,0,4,1701,0,
316,11,2024,34,0,1,17,0,default,1,1,602028000,0,0,0,0,0,4,1701,0,
316,11,2024,34,0,1,17,0,default,1,1,602044000,0,0,0,0,0,4,1701,0,
