projID,communty,studyear,HHID,strata,version,recordTypeCD,subRecordCD,subRecordDesc,otherIncomeYN,pfdOrNatCorpYN,displayGroup,incReceived,incsrce,amount
316,11,2024,8,0,1,24,0,default,1,1,2402,0,7,0
316,11,2024,8,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,8,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,8,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,8,0,1,24,0,default,1,1,2402,1,11,22800
316,11,2024,8,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,8,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,8,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,8,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,8,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,8,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,8,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,8,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,8,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,8,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,11,0,1,24,0,default,1,1,2401,1,32,11914
316,11,2024,11,0,1,24,0,default,1,1,2401,1,13,-8
316,11,2024,11,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,11,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,11,0,1,24,0,default,1,1,2402,0,7,0
316,11,2024,11,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,11,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,11,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,11,0,1,24,0,default,1,1,2402,1,11,30000
316,11,2024,11,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,11,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,11,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,11,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,11,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,11,0,1,24,0,default,1,1,2403,1,15,480
316,11,2024,11,0,1,24,0,default,1,1,2403,1,41,30000
316,11,2024,11,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,11,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,11,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,14,0,1,24,0,default,1,1,2401,1,32,8510
316,11,2024,14,0,1,24,0,default,1,1,2401,1,13,5922
316,11,2024,14,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,14,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,14,0,1,24,0,default,1,1,2402,1,7,15600
316,11,2024,14,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,14,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,14,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,14,0,1,24,0,default,1,1,2402,0,11,0
316,11,2024,14,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,14,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,14,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,14,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,14,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,14,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,14,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,14,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,14,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,14,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,18,0,1,24,0,default,1,1,2401,1,32,6808
316,11,2024,18,0,1,24,0,default,1,1,2401,1,13,21492
316,11,2024,18,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,18,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,18,0,1,24,0,default,1,1,2402,0,7,0
316,11,2024,18,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,18,0,1,24,0,default,1,1,2402,1,31,10092
316,11,2024,18,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,18,0,1,24,0,default,1,1,2402,1,11,27600
316,11,2024,18,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,18,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,18,0,1,24,0,default,1,1,2402,1,9,4500
316,11,2024,18,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,18,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,18,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,18,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,18,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,18,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,18,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,19,0,1,24,0,default,1,1,2401,1,32,5106
316,11,2024,19,0,1,24,0,default,1,1,2401,1,13,15440
316,11,2024,19,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,19,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,19,0,1,24,0,default,1,1,2402,1,7,18000
316,11,2024,19,0,1,24,0,default,1,1,2402,1,5,36000
316,11,2024,19,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,19,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,19,0,1,24,0,default,1,1,2402,0,11,0
316,11,2024,19,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,19,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,19,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,19,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,19,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,19,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,19,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,19,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,19,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,19,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,20,0,1,24,0,default,1,1,2401,1,32,5106
316,11,2024,20,0,1,24,0,default,1,1,2401,1,13,8363
316,11,2024,20,0,1,24,0,default,1,1,2402,1,12,-8
316,11,2024,20,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,20,0,1,24,0,default,1,1,2402,0,7,0
316,11,2024,20,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,20,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,20,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,20,0,1,24,0,default,1,1,2402,0,11,0
316,11,2024,20,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,20,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,20,0,1,24,0,default,1,1,2402,1,9,-8
316,11,2024,20,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,20,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,20,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,20,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,20,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,20,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,20,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,21,0,1,24,0,default,1,1,2401,1,32,5106
316,11,2024,21,0,1,24,0,default,1,1,2401,1,13,5314
316,11,2024,21,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,21,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,21,0,1,24,0,default,1,1,2402,1,7,10956
316,11,2024,21,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,21,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,21,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,21,0,1,24,0,default,1,1,2402,1,11,10800
316,11,2024,21,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,21,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,21,0,1,24,0,default,1,1,2402,1,9,2000
316,11,2024,21,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,21,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,21,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,21,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,21,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,21,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,21,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,23,0,1,24,0,default,1,1,2401,1,32,15318
316,11,2024,23,0,1,24,0,default,1,1,2401,1,13,34878
316,11,2024,23,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,23,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,23,0,1,24,0,default,1,1,2402,1,7,18276
316,11,2024,23,0,1,24,0,default,1,1,2402,1,5,24000
316,11,2024,23,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,23,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,23,0,1,24,0,default,1,1,2402,0,11,0
316,11,2024,23,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,23,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,23,0,1,24,0,default,1,1,2402,1,9,2000
316,11,2024,23,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,23,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,23,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,23,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,23,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,23,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,23,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,25,0,1,24,0,default,1,1,2401,1,32,3404
316,11,2024,25,0,1,24,0,default,1,1,2401,1,13,10681
316,11,2024,25,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,25,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,25,0,1,24,0,default,1,1,2402,0,7,0
316,11,2024,25,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,25,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,25,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,25,0,1,24,0,default,1,1,2402,1,11,6015
316,11,2024,25,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,25,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,25,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,25,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,25,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,25,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,25,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,25,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,25,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,25,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,26,0,1,24,0,default,1,1,2401,1,32,18722
316,11,2024,26,0,1,24,0,default,1,1,2401,1,13,34425
316,11,2024,26,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,26,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,26,0,1,24,0,default,1,1,2402,1,7,12840
316,11,2024,26,0,1,24,0,default,1,1,2402,1,5,6780
316,11,2024,26,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,26,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,26,0,1,24,0,default,1,1,2402,0,11,0
316,11,2024,26,0,1,24,0,default,1,1,2402,1,3,8400
316,11,2024,26,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,26,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,26,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,26,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,26,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,26,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,26,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,26,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,26,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,27,0,1,24,0,default,0,1,2401,1,32,8510
316,11,2024,27,0,1,24,0,default,0,1,2401,1,13,15522
316,11,2024,27,0,1,24,0,default,0,1,2402,0,12,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,8,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,7,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,5,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,31,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,35,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,11,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,3,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,10,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,9,0
316,11,2024,27,0,1,24,0,default,0,1,2402,0,6,0
316,11,2024,27,0,1,24,0,default,0,1,2403,0,2,0
316,11,2024,27,0,1,24,0,default,0,1,2403,0,15,0
316,11,2024,27,0,1,24,0,default,0,1,2403,0,41,0
316,11,2024,27,0,1,24,0,default,0,1,2403,0,49,0
316,11,2024,27,0,1,24,0,default,0,1,2403,0,50,0
316,11,2024,27,0,1,24,0,default,0,1,2403,0,33,0
316,11,2024,43,0,1,24,0,default,1,1,2401,1,32,3404
316,11,2024,43,0,1,24,0,default,1,1,2401,1,13,15761
316,11,2024,43,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,43,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,43,0,1,24,0,default,1,1,2402,0,7,0
316,11,2024,43,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,43,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,43,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,43,0,1,24,0,default,1,1,2402,1,11,6960
316,11,2024,43,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,43,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,43,0,1,24,0,default,1,1,2402,1,9,6000
316,11,2024,43,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,43,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,43,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,43,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,43,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,43,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,43,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,33,0,1,24,0,default,1,1,2401,1,32,5106
316,11,2024,33,0,1,24,0,default,1,1,2401,1,13,9552
316,11,2024,33,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,33,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,33,0,1,24,0,default,1,1,2402,1,7,19200
316,11,2024,33,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,33,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,33,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,33,0,1,24,0,default,1,1,2402,1,11,-8
316,11,2024,33,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,33,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,33,0,1,24,0,default,1,1,2402,1,9,-8
316,11,2024,33,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,33,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,33,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,33,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,33,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,33,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,33,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,28,0,1,24,0,default,1,1,2401,1,32,1702
316,11,2024,28,0,1,24,0,default,1,1,2401,1,13,9511
316,11,2024,28,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,28,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,28,0,1,24,0,default,1,1,2402,1,7,16920
316,11,2024,28,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,28,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,28,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,28,0,1,24,0,default,1,1,2402,0,11,0
316,11,2024,28,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,28,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,28,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,28,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,28,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,28,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,28,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,28,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,28,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,28,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,34,0,1,24,0,default,1,1,2401,1,32,8510
316,11,2024,34,0,1,24,0,default,1,1,2401,1,13,11940
316,11,2024,34,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,34,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,34,0,1,24,0,default,1,1,2402,0,7,0
316,11,2024,34,0,1,24,0,default,1,1,2402,1,5,3200
316,11,2024,34,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,34,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,34,0,1,24,0,default,1,1,2402,0,11,0
316,11,2024,34,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,34,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,34,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,34,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,34,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,34,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,34,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,34,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,34,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,34,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,29,0,1,24,0,default,1,1,2401,1,32,10212
316,11,2024,29,0,1,24,0,default,1,1,2401,1,13,11940
316,11,2024,29,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,29,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,29,0,1,24,0,default,1,1,2402,0,7,0
316,11,2024,29,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,29,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,29,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,29,0,1,24,0,default,1,1,2402,1,11,9480
316,11,2024,29,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,29,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,29,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,29,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,29,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,29,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,29,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,29,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,29,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,29,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,36,0,1,24,0,default,1,1,2401,1,32,5106
316,11,2024,36,0,1,24,0,default,1,1,2401,1,13,17695
316,11,2024,36,0,1,24,0,default,1,1,2402,0,12,0
316,11,2024,36,0,1,24,0,default,1,1,2402,0,8,0
316,11,2024,36,0,1,24,0,default,1,1,2402,1,7,18000
316,11,2024,36,0,1,24,0,default,1,1,2402,0,5,0
316,11,2024,36,0,1,24,0,default,1,1,2402,0,31,0
316,11,2024,36,0,1,24,0,default,1,1,2402,0,35,0
316,11,2024,36,0,1,24,0,default,1,1,2402,0,11,0
316,11,2024,36,0,1,24,0,default,1,1,2402,0,3,0
316,11,2024,36,0,1,24,0,default,1,1,2402,0,10,0
316,11,2024,36,0,1,24,0,default,1,1,2402,0,9,0
316,11,2024,36,0,1,24,0,default,1,1,2402,0,6,0
316,11,2024,36,0,1,24,0,default,1,1,2403,0,2,0
316,11,2024,36,0,1,24,0,default,1,1,2403,0,15,0
316,11,2024,36,0,1,24,0,default,1,1,2403,0,41,0
316,11,2024,36,0,1,24,0,default,1,1,2403,0,49,0
316,11,2024,36,0,1,24,0,default,1,1,2403,0,50,0
316,11,2024,36,0,1,24,0,default,1,1,2403,0,33,0
316,11,2024,37,0,1,24,0,default,0,1,2401,1,32,13616
316,11,2024,37,0,1,24,0,default,0,1,2401,1,13,9552
316,11,2024,37,0,1,24,0,default,0,1,2402,0,12,0
316,11,2024,37,0,1,24,0,default,0,1,2402,0,8,0
316,11,2024,37,0,1,24,0,default,0,1,2402,0,7,0
316,11,2024,37,0,1,24,0,default,0,1,2402,0,5,0
316,11,2024,37,0,1,24,0,default,0,1,2402,0,31,0
316,11,2024,37,0,1,24,0,default,0,1,2402,0,35,0
316,11,2024,37,0,1,24,0,default,0,1,2402,0,11,0
316,11,2024,37,0,1,24,0,default,0,1,2402,0,3,0
316,11,2024,37,0,1,24,0,default,0,1,2402,0,10,0
